#{"t_start": 1783000321.7133756, "env_id": "CartPole-v1"}
r,l,t,original_reward,shaped_reward
22.783088,25,0.033015,25.0,22.783087730407715
32.075869,35,0.057044,35.0,32.07586890459061
12.213161,14,0.065557,14.0,12.213160693645477
49.926111,54,0.103578,54.0,49.92611140012741
14.378299,16,0.115583,16.0,14.378299176692963
8.8233,10,0.122582,10.0,8.823300421237946
14.806335,16,0.134656,16.0,14.806335210800171
12.354795,14,0.144656,14.0,12.3547945022583
24.34064,27,0.163691,27.0,24.340640246868134
40.57449,46,0.197727,46.0,40.5744903087616
18.287583,20,0.212734,20.0,18.28758269548416
28.185032,30,0.233736,30.0,28.185031592845917
34.786957,38,0.258823,38.0,34.7869570851326
22.438062,24,0.275834,24.0,22.43806153535843
19.487196,21,0.303027,21.0,19.487196266651154
16.339087,18,0.315597,18.0,16.339087307453156
31.299752,34,0.341685,34.0,31.299751937389374
22.047134,24,0.362004,24.0,22.04713374376297
7.976287,9,0.370595,9.0,7.976287245750427
22.215656,24,0.390205,24.0,22.21565616130829
16.850454,18,0.403915,18.0,16.850453734397888
16.124497,18,0.418527,18.0,16.1244974732399
67.535242,75,0.471815,75.0,67.53524214029312
12.696259,14,0.481815,14.0,12.696259140968323
13.874899,15,0.492815,15.0,13.87489926815033
19.594841,22,0.508793,22.0,19.5948406457901
11.705695,13,0.517797,13.0,11.705695390701294
28.966924,31,0.540792,31.0,28.96692383289337
10.854251,12,0.553324,12.0,10.854250729084015
23.702926,25,0.577859,25.0,23.70292639732361
15.210601,17,0.592911,17.0,15.210601091384888
13.944019,15,0.608918,15.0,13.944019436836243
15.733704,17,0.623918,17.0,15.733703911304474
18.647346,20,0.638929,20.0,18.647346317768097
12.619705,14,0.650927,14.0,12.619705080986023
29.198617,32,0.683978,32.0,29.19861739873886
15.697518,17,0.699991,17.0,15.6975177526474
7.066834,8,0.706989,8.0,7.066833913326263
17.312414,19,0.730525,19.0,17.31241363286972
27.040668,29,0.756052,29.0,27.04066789150238
24.200545,26,0.7836,26.0,24.20054531097412
17.423563,19,0.798613,19.0,17.42356264591217
14.245856,16,0.812637,16.0,14.245856165885925
10.711213,12,0.826288,12.0,10.711212933063507
17.415624,19,0.840966,19.0,17.41562396287918
19.726155,22,0.856747,22.0,19.726154506206512
