#{"t_start": 1782994301.8808458, "env_id": "CartPole-v1"}
r,l,t,original_reward,shaped_reward
25.0,25,0.035025,25.0,25.0
35.0,35,0.060546,35.0,35.0
14.0,14,0.071065,14.0,14.0
54.0,54,0.111599,54.0,54.0
16.0,16,0.124619,16.0,16.0
10.0,10,0.132619,10.0,10.0
16.0,16,0.14464,16.0,16.0
14.0,14,0.154652,14.0,14.0
27.0,27,0.174713,27.0,27.0
46.0,46,0.209752,46.0,46.0
20.0,20,0.226752,20.0,20.0
30.0,30,0.248883,30.0,30.0
38.0,38,0.278501,38.0,38.0
24.0,24,0.296042,24.0,24.0
21.0,21,0.313752,21.0,21.0
18.0,18,0.326763,18.0,18.0
34.0,34,0.352772,34.0,34.0
24.0,24,0.373364,24.0,24.0
9.0,9,0.381187,9.0,9.0
24.0,24,0.397804,24.0,24.0
18.0,18,0.410794,18.0,18.0
18.0,18,0.423645,18.0,18.0
75.0,75,0.486213,75.0,75.0
14.0,14,0.505691,14.0,14.0
15.0,15,0.519388,15.0,15.0
22.0,22,0.537978,22.0,22.0
13.0,13,0.548591,13.0,13.0
31.0,31,0.572881,31.0,31.0
12.0,12,0.583825,12.0,12.0
25.0,25,0.603857,25.0,25.0
17.0,17,0.619858,17.0,17.0
15.0,15,0.633884,15.0,15.0
17.0,17,0.648937,17.0,17.0
20.0,20,0.668003,20.0,20.0
14.0,14,0.680012,14.0,14.0
32.0,32,0.709614,32.0,32.0
17.0,17,0.724629,17.0,17.0
8.0,8,0.731607,8.0,8.0
19.0,19,0.74587,19.0,19.0
29.0,29,0.77193,29.0,29.0
26.0,26,0.79604,26.0,26.0
19.0,19,0.816051,19.0,19.0
16.0,16,0.831068,16.0,16.0
12.0,12,0.841084,12.0,12.0
19.0,19,0.855627,19.0,19.0
22.0,22,0.871703,22.0,22.0
20.0,20,0.886699,20.0,20.0
13.0,13,0.898706,13.0,13.0
31.0,31,0.92382,31.0,31.0
12.0,12,0.932838,12.0,12.0
14.0,14,0.945811,14.0,14.0
46.0,46,0.986773,46.0,46.0
17.0,17,0.998778,17.0,17.0
20.0,20,1.013779,20.0,20.0
19.0,19,1.028767,19.0,19.0
10.0,10,1.036776,10.0,10.0
11.0,11,1.046776,11.0,11.0
43.0,43,1.07998,43.0,43.0
18.0,18,1.095983,18.0,18.0
22.0,22,1.112994,22.0,22.0
28.0,28,1.138011,28.0,28.0
9.0,9,1.146032,9.0,9.0
11.0,11,1.156029,11.0,11.0
13.0,13,1.167095,13.0,13.0
19.0,19,1.184653,19.0,19.0
16.0,16,1.199667,16.0,16.0
10.0,10,1.207765,10.0,10.0
12.0,12,1.216777,12.0,12.0
50.0,50,1.261345,50.0,50.0
9.0,9,1.269881,9.0,9.0
21.0,21,1.28495,21.0,21.0
36.0,36,1.312829,36.0,36.0
20.0,20,1.330826,20.0,20.0
24.0,24,1.349878,24.0,24.0
19.0,19,1.36577,19.0,19.0
14.0,14,1.378051,14.0,14.0
15.0,15,1.389278,15.0,15.0
11.0,11,1.397797,11.0,11.0
24.0,24,1.416824,24.0,24.0
24.0,24,1.432825,24.0,24.0
12.0,12,1.441816,12.0,12.0
67.0,67,1.493984,67.0,67.0
17.0,17,1.507979,17.0,17.0
25.0,25,1.529995,25.0,25.0
39.0,39,1.560487,39.0,39.0
27.0,27,1.579006,27.0,27.0
29.0,29,1.60578,29.0,29.0
21.0,21,1.620651,21.0,21.0
21.0,21,1.635655,21.0,21.0
12.0,12,1.644657,12.0,12.0
10.0,10,1.651655,10.0,10.0
19.0,19,1.668066,19.0,19.0
10.0,10,1.676054,10.0,10.0
31.0,31,3.032247,31.0,31.0
45.0,45,3.069829,45.0,45.0
53.0,53,3.113871,53.0,53.0
19.0,19,3.130884,19.0,19.0
25.0,25,3.152575,25.0,25.0
24.0,24,3.175062,24.0,24.0
17.0,17,3.190573,17.0,17.0
13.0,13,3.201591,13.0,13.0
19.0,19,3.216618,19.0,19.0
14.0,14,3.230614,14.0,14.0
20.0,20,3.245718,20.0,20.0
16.0,16,3.259681,16.0,16.0
11.0,11,3.27056,11.0,11.0
38.0,38,3.305709,38.0,38.0
15.0,15,3.323463,15.0,15.0
19.0,19,3.340703,19.0,19.0
17.0,17,3.35378,17.0,17.0
44.0,44,3.385576,44.0,44.0
55.0,55,3.430779,55.0,55.0
34.0,34,3.459871,34.0,34.0
43.0,43,3.498932,43.0,43.0
38.0,38,3.526931,38.0,38.0
14.0,14,3.536938,14.0,14.0
28.0,28,3.566018,28.0,28.0
67.0,67,3.62159,67.0,67.0
33.0,33,3.648605,33.0,33.0
22.0,22,3.666693,22.0,22.0
51.0,51,3.703691,51.0,51.0
34.0,34,3.732246,34.0,34.0
20.0,20,3.747789,20.0,20.0
23.0,23,3.768851,23.0,23.0
32.0,32,3.796923,32.0,32.0
17.0,17,3.808977,17.0,17.0
24.0,24,3.827977,24.0,24.0
12.0,12,3.836977,12.0,12.0
24.0,24,3.853001,24.0,24.0
29.0,29,3.875605,29.0,29.0
33.0,33,3.903605,33.0,33.0
15.0,15,3.914621,15.0,15.0
18.0,18,3.926624,18.0,18.0
14.0,14,3.940626,14.0,14.0
9.0,9,3.946633,9.0,9.0
30.0,30,3.969551,30.0,30.0
66.0,66,4.020684,66.0,66.0
14.0,14,4.035692,14.0,14.0
16.0,16,4.050685,16.0,16.0
91.0,91,4.125789,91.0,91.0
27.0,27,4.146815,27.0,27.0
26.0,26,4.166891,26.0,26.0
31.0,31,4.192912,31.0,31.0
24.0,24,4.213952,24.0,24.0
19.0,19,4.227966,19.0,19.0
30.0,30,4.254234,30.0,30.0
33.0,33,4.282511,33.0,33.0
26.0,26,4.303045,26.0,26.0
34.0,34,4.33061,34.0,34.0
18.0,18,4.348691,18.0,18.0
29.0,29,4.371816,29.0,29.0
33.0,33,4.399649,33.0,33.0
69.0,69,4.450686,69.0,69.0
22.0,22,4.467746,22.0,22.0
34.0,34,4.495812,34.0,34.0
27.0,27,4.517812,27.0,27.0
15.0,15,4.530824,15.0,15.0
24.0,24,4.548812,24.0,24.0
99.0,99,4.623919,99.0,99.0
48.0,48,4.661507,48.0,48.0
