#{"t_start": 1783824571.9144604, "env_id": "LunarLander-v3"}
r,l,t,original_reward,shaped_reward
-246.246015,83,0.063014,-246.246015410641,-246.246015410641
-198.968763,116,0.122901,-198.96876309578278,-198.96876309578278
-508.866495,110,0.182705,-508.8664952627341,-508.8664952627341
-327.856932,73,0.221852,-327.85693194079926,-327.85693194079926
-153.539289,111,0.279661,-153.53928918966028,-153.53928918966028
-171.490018,73,0.323435,-171.4900182681775,-171.4900182681775
-505.25606,114,0.385813,-505.25606006720346,-505.25606006720346
-128.397959,115,0.446601,-128.3979586832022,-128.3979586832022
-112.509303,79,0.495521,-112.50930299084274,-112.50930299084274
-67.720149,68,0.535835,-67.72014862460438,-67.72014862460438
-228.375323,132,0.606092,-228.3753226339386,-228.3753226339386
-118.245937,100,0.655793,-118.24593697404231,-118.24593697404231
-99.556336,60,0.686827,-99.55633608357019,-99.55633608357019
-412.077036,94,0.734898,-412.0770361190505,-412.0770361190505
-232.456131,94,0.78193,-232.4561313717316,-232.4561313717316
-156.560765,107,0.843587,-156.5607652400529,-156.5607652400529
-290.929945,98,0.896994,-290.92994486293037,-290.92994486293037
-68.421638,80,0.935012,-68.42163787744522,-68.42163787744522
-114.966858,71,0.977043,-114.96685757915556,-114.96685757915556
-149.737002,135,1.046124,-149.7370018294967,-149.7370018294967
-325.426305,99,1.097507,-325.4263049192193,-325.4263049192193
-110.990057,94,1.882005,-110.99005738117263,-110.99005738117263
-163.00271,77,1.922827,-163.0027101436154,-163.0027101436154
-83.405621,69,1.960026,-83.40562086905129,-83.40562086905129
3.058951,87,2.00503,3.0589510570800655,3.0589510570800655
-81.506276,78,2.047312,-81.50627585244634,-81.50627585244634
-247.913454,120,2.111441,-247.9134535399631,-247.9134535399631
-79.240222,64,2.144022,-79.24022198674216,-79.24022198674216
-151.087098,66,2.17955,-151.0870981427352,-151.0870981427352
-106.045819,74,2.216843,-106.04581866824701,-106.04581866824701
-39.63554,75,2.253915,-39.63554032399171,-39.63554032399171
-93.766471,89,2.303238,-93.76647137457869,-93.76647137457869
-75.235003,59,2.335969,-75.23500304744748,-75.23500304744748
-53.023309,67,2.372832,-53.02330924877034,-53.02330924877034
-99.27789,96,2.434037,-99.2778904821281,-99.2778904821281
-126.741075,79,2.482537,-126.74107509815578,-126.74107509815578
-111.131663,87,2.531727,-111.13166280080902,-111.13166280080902
-73.189499,80,2.58067,-73.18949871588048,-73.18949871588048
-66.204121,60,2.612532,-66.20412086939082,-66.20412086939082
-87.320919,73,2.651069,-87.32091887321525,-87.32091887321525
-201.485342,74,2.698681,-201.48534186595757,-201.48534186595757
-165.729368,84,2.744745,-165.72936777755285,-165.72936777755285
-99.876384,73,2.783287,-99.8763839952569,-99.8763839952569
-165.150239,96,2.850052,-165.15023893684713,-165.15023893684713
