#{"t_start": 1783345030.9424963, "env_id": "LunarLander-v3"}
r,l,t,original_reward,shaped_reward
-62.976395,72,0.165842,-62.976394587161295,-62.976394587161295
-171.322981,85,0.257182,-171.32298134563396,-171.32298134563396
-111.145714,98,0.364801,-111.14571424484961,-111.14571424484961
-321.112084,92,0.465883,-321.1120836872392,-321.1120836872392
-212.139255,97,0.574375,-212.13925518889255,-212.13925518889255
-288.436481,81,0.666536,-288.43648056069577,-288.43648056069577
-76.995274,72,0.743795,-76.99527442757578,-76.99527442757578
-121.075347,84,0.833882,-121.07534701731143,-121.07534701731143
-108.158302,98,0.935968,-108.15830188194329,-108.15830188194329
-118.155223,74,1.015452,-118.15522324709858,-118.15522324709858
-114.567589,61,1.078809,-114.56758929186921,-114.56758929186921
-395.806153,130,1.214903,-395.806153368458,-395.806153368458
-99.444685,99,1.31701,-99.44468517631745,-99.44468517631745
-323.216346,110,1.426095,-323.2163458419964,-323.2163458419964
-109.222944,91,1.520796,-109.22294447155589,-109.22294447155589
-111.92712,77,1.598865,-111.92711981528666,-111.92711981528666
-136.926191,107,1.70771,-136.92619115118347,-136.92619115118347
-369.557415,117,1.826818,-369.5574153828611,-369.5574153828611
-280.046993,98,1.926006,-280.0469925844999,-280.0469925844999
-216.940612,138,2.067871,-216.94061213058188,-216.94061213058188
-80.197225,62,2.129906,-80.19722529459553,-80.19722529459553
-171.727831,68,2.199969,-171.72783090091914,-171.72783090091914
-132.425009,87,10.372311,-132.42500929071747,-132.42500929071747
-287.987276,117,10.490898,-287.9872763298581,-287.9872763298581
-189.143622,116,10.610569,-189.14362178140487,-189.14362178140487
-200.084803,64,10.676665,-200.08480324780464,-200.08480324780464
-85.89799,66,10.743702,-85.89798979564092,-85.89798979564092
-220.376007,116,10.862804,-220.3760067591506,-220.3760067591506
-305.736027,102,10.967459,-305.7360273004798,-305.7360273004798
-82.323249,85,11.055023,-82.32324870891642,-82.32324870891642
-88.908128,68,11.126607,-88.90812826068829,-88.90812826068829
-454.565577,118,11.247675,-454.56557731216805,-454.56557731216805
-80.306195,73,11.324008,-80.30619499675024,-80.30619499675024
-261.499136,94,11.420574,-261.49913626132434,-261.49913626132434
-158.660395,112,11.538649,-158.66039504417137,-158.66039504417137
-166.207212,99,11.64089,-166.2072123853207,-166.2072123853207
-171.68212,102,11.74497,-171.68212020377175,-171.68212020377175
-137.603374,80,11.826543,-137.60337384947482,-137.60337384947482
-142.776628,93,11.921533,-142.7766277242251,-142.7766277242251
-125.575277,96,12.021582,-125.57527692188754,-125.57527692188754
-296.903394,89,12.11366,-296.9033935243611,-296.9033935243611
-344.033523,101,12.221578,-344.0335230104385,-344.0335230104385
-178.57141,108,12.339599,-178.5714095510998,-178.5714095510998
-120.889977,79,12.422667,-120.88997729787043,-120.88997729787043
-125.870024,99,20.588609,-125.87002430714644,-125.87002430714644
-338.016995,119,20.742382,-338.016995389399,-338.016995389399
-338.901578,97,20.855825,-338.90157833286673,-338.90157833286673
-156.244783,119,20.986808,-156.24478295599704,-156.24478295599704
-92.102855,82,21.077905,-92.10285529768299,-92.10285529768299
-182.987682,112,21.198364,-182.98768204657483,-182.98768204657483
-86.791854,132,21.338597,-86.79185416267792,-86.79185416267792
-78.469089,76,21.417805,-78.46908856252888,-78.46908856252888
-108.630798,87,21.510437,-108.63079766395825,-108.63079766395825
-172.844458,107,22.302768,-172.84445809898136,-172.84445809898136
-173.490961,119,22.433786,-173.49096087980683,-173.49096087980683
-205.02229,130,22.586783,-205.02228959747833,-205.02228959747833
-171.535087,123,22.717486,-171.53508681497996,-171.53508681497996
-61.935369,71,22.792822,-61.93536893004009,-61.93536893004009
-117.673348,78,22.878039,-117.67334767363947,-117.67334767363947
-144.650735,102,22.988547,-144.65073514149356,-144.65073514149356
